01;CLA;IPL3;201210;
1;J;3552502;62;
1;J;3552551;1;
1;J;3552601;2;
1;J;3552700;1;
1;J;3552809;79;
1;J;3553005;1;
1;J;3553302;7;
1;J;3553401;4;
1;J;3553609;5;
1;J;3553708;12;
1;J;3553807;3;
1;J;3553906;1;
1;J;3553955;5;
1;J;3554003;15;
1;J;3554102;99;
1;J;3554409;1;
1;J;3554508;8;
1;J;3554755;1;
1;J;3554805;3;
1;J;3554904;2;
1;J;3555000;2;
1;J;3555406;17;
1;J;3555604;6;
1;J;3555802;2;
1;J;3556008;2;
1;J;3556107;2;
1;J;3556206;32;
1;J;3556305;4;
1;J;3556354;1;
1;J;3556404;4;
1;J;3556453;5;
1;J;3556503;9;
1;J;3556701;41;
1;J;3556800;4;
1;J;3556909;2;
1;J;3557006;16;
1;J;3557105;4;
1;J;3557204;2;
1;J;3557303;3;
1;J;4100202;1;
1;J;4100301;1;
1;J;4100400;12;
1;J;4100509;5;
1;J;4100608;2;
1;J;4100707;3;
1;J;4100806;3;
1;J;4100905;1;
1;J;4101002;2;
1;J;4101101;11;
1;J;4101150;1;
1;J;4101200;5;
1;J;4101309;1;
1;J;4101408;26;
1;J;4101507;16;
1;J;4101606;7;
1;J;4101705;2;
1;J;4101804;115;
1;J;4101903;2;
1;J;4102000;7;
1;J;4102109;4;
1;J;4102208;2;
1;J;4102307;6;
1;J;4102406;5;
1;J;4102505;2;
1;J;4102802;2;
1;J;4102901;3;
1;J;4103040;1;
1;J;4103107;3;
1;J;4103156;1;
1;J;4103206;2;
1;J;4103453;2;
1;J;4103602;3;
1;J;4103701;49;
1;J;4103800;3;
1;J;4103909;3;
1;J;4103958;3;
1;J;4104006;12;
1;J;4104105;1;
1;J;4104204;31;
1;J;4104253;9;
1;J;4104303;9;
1;J;4104402;2;
1;J;4104428;3;
1;J;4104451;2;
1;J;4104501;2;
1;J;4104600;2;
1;J;4104659;15;
1;J;4104709;4;
1;J;4104808;126;
1;J;4104907;32;
1;J;4105003;1;
1;J;4105102;2;
1;J;4105409;4;
1;J;4105508;26;
1;J;4105706;3;
1;J;4105805;50;
1;J;4105904;3;
1;J;4106001;2;
1;J;4106100;2;
1;J;4106209;2;
1;J;4106308;3;
1;J;4106407;8;
1;J;4106456;2;
1;J;4106506;4;
1;J;4106605;2;
1;J;4106803;2;
1;J;4106902;1527;
1;J;4107009;1;
1;J;4107108;1;
1;J;4107207;7;
1;J;4107256;5;
1;J;4107306;2;
1;J;4107405;2;
1;J;4107538;2;
1;J;4107553;2;
1;J;4107603;3;
1;J;4107652;10;
1;J;4107736;1;
1;J;4107801;1;
1;J;4107850;3;
1;J;4108007;2;
1;J;4108205;4;
1;J;4108304;131;
1;J;4108320;2;
1;J;4108403;16;
1;J;4108452;1;
1;J;4108502;2;
1;J;4108601;6;
1;J;4108650;2;
1;J;4108700;2;
1;J;4108809;9;
1;J;4109302;3;
1;J;4109401;25;
1;J;4109500;2;
1;J;4109609;12;
1;J;4109658;1;
1;J;4109708;5;
1;J;4109757;1;
1;J;4109807;19;
1;J;4109906;2;
1;J;4110003;3;
1;J;4110078;2;
1;J;4110102;5;
1;J;4110201;2;
1;J;4110409;2;
1;J;4110508;2;
1;J;4110607;3;
1;J;4110706;24;
1;J;4110805;2;
1;J;4110904;2;
1;J;4110953;3;
1;J;4111001;1;
1;J;4111100;2;
1;J;4111258;1;
1;J;4111308;1;
1;J;4111407;2;
1;J;4111506;4;
1;J;4111555;1;
1;J;4111605;1;
1;J;4111704;1;
1;J;4111803;11;
1;J;4112009;4;
1;J;4112108;3;
1;J;4112207;2;
1;J;4112504;2;
1;J;4112603;2;
1;J;4112702;2;
1;J;4112751;2;
1;J;4112801;2;
1;J;4112900;1;
1;J;4112959;1;
1;J;4113007;2;
1;J;4113205;7;
1;J;4113254;1;
1;J;4113304;6;
1;J;4113452;2;
1;J;4113502;3;
1;J;4113601;7;
1;J;4113700;201;
1;J;4113759;1;
1;J;4113809;2;
1;J;4113908;2;
1;J;4114005;2;
1;J;4114104;3;
1;J;4114203;8;
1;J;4114302;5;
1;J;4114351;3;
1;J;4114401;3;
1;J;4114500;2;
1;J;4114609;10;
1;J;4114708;1;
1;J;4114807;4;
1;J;4114906;2;
1;J;4115200;209;
1;J;4115309;1;
1;J;4115358;2;
1;J;4115408;2;
1;J;4115606;3;
1;J;4115705;8;
1;J;4115804;2;
1;J;4116000;1;
1;J;4116059;3;
1;J;4116208;3;
1;J;4116505;1;
1;J;4116604;1;
1;J;4116703;2;
1;J;4116901;5;
1;J;4116950;2;
1;J;4117008;2;
1;J;4117057;1;
1;J;4117107;4;
1;J;4117214;1;
1;J;4117255;4;
1;J;4117271;3;
1;J;4117305;2;
1;J;4117453;1;
1;J;4117503;4;
1;J;4117602;12;
1;J;4117701;5;
1;J;4117909;9;
1;J;4118006;2;
1;J;4118105;3;
1;J;4118204;75;
1;J;4118303;1;
1;J;4118402;32;
1;J;4118451;3;
1;J;4118501;17;
1;J;4118600;1;
1;J;4118709;1;
1;J;4118808;2;
1;J;4118907;2;
1;J;4119004;1;
1;J;4119103;3;
1;J;4119152;39;
1;J;4119202;2;
1;J;4119251;2;
1;J;4119301;4;
1;J;4119400;7;
1;J;4119509;8;
1;J;4119608;3;
1;J;4119806;3;
1;J;4119905;126;
1;J;4119954;14;
1;J;4120002;3;
1;J;4120101;1;
1;J;4120200;2;
1;J;4120408;1;
1;J;4120507;1;
1;J;4120606;3;
1;J;4120655;1;
1;J;4120705;2;
1;J;4120804;22;
1;J;4120853;3;
1;J;4120903;3;
1;J;4121000;1;
1;J;4121208;2;
1;J;4121257;1;
1;J;4121356;1;
1;J;4121406;2;
1;J;4121505;2;
1;J;4121604;1;
1;J;4121703;3;
1;J;4121752;2;
1;J;4121901;2;
1;J;4122008;4;
1;J;4122156;1;
1;J;4122172;1;
1;J;4122206;7;
1;J;4122305;16;
1;J;4122404;29;
1;J;4122503;2;
1;J;4122602;2;
1;J;4122701;1;
1;J;4122800;1;
1;J;4123204;2;
1;J;4123303;2;
1;J;4123402;4;
1;J;4123501;3;
1;J;4123709;2;
1;J;4123808;3;
1;J;4123857;2;
1;J;4123907;4;
1;J;4124020;1;
1;J;4124053;2;
1;J;4124103;7;
1;J;4124301;1;
1;J;4124400;2;
1;J;4124509;4;
1;J;4124707;1;
1;J;4124905;1;
1;J;4125001;2;
1;J;4125100;2;
1;J;4125209;4;
1;J;4125308;2;
1;J;4125357;2;
1;J;4125407;1;
1;J;4125456;1;
1;J;4125506;249;
1;J;4125605;5;
1;J;4125704;2;
1;J;4126009;1;
1;J;4126108;2;
1;J;4126256;14;
1;J;4126272;2;
1;J;4126306;3;
1;J;4126504;2;
1;J;4126603;3;
1;J;4126678;2;
1;J;4126801;3;
1;J;4127007;4;
1;J;4127106;15;
1;J;4127304;3;
1;J;4127403;2;
1;J;4127502;2;
1;J;4127601;3;
1;J;4127700;27;
1;J;4127809;3;
1;J;4127882;3;
1;J;4127908;3;
1;J;4128005;2;
1;J;4128104;23;
1;J;4128203;11;
1;J;4128302;1;
1;J;4128401;3;
1;J;4128500;6;
1;J;4128534;1;
1;J;4128609;2;
1;J;4128658;1;
1;J;4128708;6;
1;J;4128807;3;
1;J;4200101;2;
1;J;4200200;2;
1;J;4200408;2;
1;J;4200507;1;
1;J;4200556;1;
1;J;4200705;4;
1;J;4201000;2;
1;J;4201208;2;
1;J;4201273;2;
1;J;4201307;22;
1;J;4201406;18;
1;J;4201505;2;
1;J;4201653;2;
1;J;4201703;1;
1;J;4201950;3;
1;J;4202008;26;
1;J;4202107;4;
1;J;4202206;3;
1;J;4202305;46;
1;J;4202404;209;
1;J;4202453;3;
1;J;4202602;4;
1;J;4202800;6;
1;J;4202859;3;
1;J;4202909;61;
1;J;4203006;18;
1;J;4203105;2;
1;J;4203204;18;
1;J;4203303;1;
1;J;4203402;2;
1;J;4203501;4;
1;J;4203600;2;
1;J;4203709;1;
1;J;4203808;12;
1;J;4203907;4;
1;J;4203956;9;
1;J;4204004;2;
1;J;4204103;2;
1;J;4204202;69;
1;J;4204251;11;
1;J;4204301;25;
1;J;4204350;4;
1;J;4204400;2;
1;J;4204509;5;
1;J;4204558;12;
1;J;4204608;79;
1;J;4204707;2;
1;J;4204806;3;
1;J;4204905;2;
1;J;4205001;6;
1;J;4205191;1;
1;J;4205308;6;
1;J;4205407;311;
1;J;4205431;2;
1;J;4205456;8;
1;J;4205506;10;
1;J;4205605;2;
1;J;4205704;14;
1;J;4205803;4;
1;J;4205902;26;
1;J;4206207;1;
1;J;4206306;2;
1;J;4206405;2;
1;J;4206504;24;
1;J;4206603;2;
1;J;4206702;6;
1;J;4206900;4;
1;J;4207007;22;
1;J;4207106;3;
1;J;4207304;6;
1;J;4207502;34;
1;J;4207650;2;
1;J;4207684;2;
1;J;4207700;3;
1;J;4207809;5;
1;J;4207908;3;
1;J;4208005;1;
1;J;4208104;4;
1;J;4208203;195;
1;J;4208302;6;
1;J;4208401;5;
1;J;4208450;2;
1;J;4208500;8;
1;J;4208708;2;
1;J;4208807;5;
1;J;4208906;54;
1;J;4209003;26;
1;J;4209102;235;
1;J;4209300;53;
1;J;4209409;5;
1;J;4209607;2;
1;J;4209706;2;
1;J;4209805;2;
1;J;4209854;1;
1;J;4209904;2;
1;J;4210035;2;
1;J;4210100;26;
1;J;4210209;3;
1;J;4210308;2;
1;J;4210506;3;
1;J;4210605;6;
1;J;4210803;2;
1;J;4210902;1;
1;J;4211009;2;
1;J;4211108;2;
1;J;4211207;8;
1;J;4211306;36;
1;J;4211405;2;
1;J;4211504;3;
1;J;4211603;7;
1;J;4211652;2;
1;J;4211702;2;
1;J;4211751;3;
1;J;4211876;2;
1;J;4211900;64;
1;J;4212007;1;
1;J;4212106;4;
1;J;4212205;3;
1;J;4212270;4;
1;J;4212502;3;
1;J;4212809;1;
1;J;4212908;5;
1;J;4213005;3;
1;J;4213104;2;
1;J;4213203;16;
1;J;4213302;2;
1;J;4213401;2;
1;J;4213500;5;
1;J;4213609;5;
1;J;4213708;2;
1;J;4213807;1;
1;J;4213906;2;
1;J;4214102;2;
1;J;4214201;3;
1;J;4214607;2;
1;J;4214706;2;
1;J;4214805;57;
1;J;4215000;13;
1;J;4215075;2;
1;J;4215109;4;
1;J;4215307;2;
1;J;4215356;2;
1;J;4215455;1;
1;J;4215505;3;
1;J;4215679;1;
1;J;4215687;1;
1;J;4215695;2;
1;J;4215802;92;
1;J;4215901;2;
1;J;4216008;2;
1;J;4216107;1;
1;J;4216206;30;
1;J;4216305;3;
1;J;4216404;2;
1;J;4216503;1;
1;J;4216602;64;
1;J;4216701;4;
1;J;4216909;8;
1;J;4217006;3;
1;J;4217204;15;
1;J;4217303;1;
1;J;4217402;6;
1;J;4217501;1;
1;J;4217550;2;
1;J;4217600;5;
1;J;4217709;3;
1;J;4217808;2;
1;J;4217956;2;
1;J;4218004;14;
1;J;4218202;17;
1;J;4218400;2;
1;J;4218509;1;
1;J;4218608;2;
1;J;4218707;23;
1;J;4218756;2;
1;J;4218806;3;
1;J;4218855;2;
1;J;4218905;10;
1;J;4218954;2;
1;J;4219176;4;
1;J;4219200;1;
1;J;4219309;24;
1;J;4219507;16;
1;J;4219705;7;
1;J;4219853;3;
1;J;4300034;1;
1;J;4300109;3;
1;J;4300208;2;
1;J;4300307;1;
1;J;4300406;35;
1;J;4300604;29;
1;J;4300802;4;
1;J;4300901;2;
1;J;4301008;6;
1;J;4301057;3;
1;J;4301107;2;
1;J;4301206;4;
1;J;4301305;6;
1;J;4301404;3;
1;J;4301503;2;
1;J;4301552;2;
1;J;4301602;33;
1;J;4301636;1;
1;J;4301800;1;
1;J;4301909;5;
1;J;4301958;1;
1;J;4302006;1;
1;J;4302105;106;
1;J;4302204;3;
1;J;4302303;2;
1;J;4302352;3;
1;J;4302402;1;
1;J;4302451;2;
1;J;4302501;1;
1;J;4302659;2;
1;J;4302709;5;
1;J;4302808;4;
1;J;4302907;2;
1;J;4303004;16;
1;J;4303103;52;
1;J;4303301;1;
1;J;4303509;22;
1;J;4303608;1;
1;J;4303673;3;
1;J;4303707;1;
1;J;4303806;4;
1;J;4303905;59;
1;J;4304002;5;
1;J;4304200;1;
1;J;4304309;2;
1;J;4304358;1;
1;J;4304408;14;
1;J;4304507;9;
1;J;4304606;186;
1;J;4304630;6;
1;J;4304663;5;
1;J;4304671;2;
1;J;4304689;1;
1;J;4304705;27;
1;J;4304804;12;
1;J;4304903;3;
1;J;4305009;2;
1;J;4305108;335;
1;J;4305116;2;
1;J;4305207;4;
1;J;4305306;5;
1;J;4305355;5;
1;J;4305439;4;
1;J;4305447;2;
1;J;4305454;5;
1;J;4305603;2;
1;J;4305702;2;
1;J;4305801;2;
1;J;4305900;3;
1;J;4305975;1;
1;J;4306007;3;
1;J;4306106;38;
1;J;4306205;1;
1;J;4306304;2;
1;J;4306403;10;
1;J;4306452;2;
1;J;4306502;2;
1;J;4306601;1;
1;J;4306734;2;
1;J;4306767;30;
1;J;4306809;8;
1;J;4306908;5;
1;J;4306932;2;
1;J;4307005;49;
1;J;4307203;1;
1;J;4307302;3;
1;J;4307401;2;
1;J;4307500;3;
1;J;4307559;5;
1;J;4307609;16;
1;J;4307708;48;
1;J;4307807;22;
1;J;4307864;2;
1;J;4307906;49;
1;J;4308003;1;
1;J;4308078;1;
1;J;4308102;4;
1;J;4308201;7;
1;J;4308300;2;
1;J;4308458;2;
1;J;4308508;8;
1;J;4308607;40;
1;J;4308706;2;
1;J;4308805;4;
1;J;4308904;5;
1;J;4309001;4;
1;J;4309050;5;
1;J;4309100;18;
1;J;4309209;133;
1;J;4309308;32;
1;J;4309407;8;
1;J;4309506;3;
1;J;4309605;9;
1;J;4309654;1;
1;J;4309803;2;
1;J;4309902;2;
1;J;4310009;8;
1;J;4310108;15;
1;J;4310207;42;
1;J;4310306;3;
1;J;4310330;3;
1;J;4310405;6;
1;J;4310439;4;
1;J;4310462;2;
1;J;4310504;2;
1;J;4310538;1;
1;J;4310603;11;
1;J;4310751;1;
1;J;4310801;11;
1;J;4311007;5;
1;J;4311106;3;
1;J;4311122;2;
1;J;4311205;4;
1;J;4311304;8;
1;J;4311403;31;
1;J;4311502;3;
1;J;4311627;2;
1;J;4311700;2;
1;J;4311759;1;
1;J;4311809;14;
1;J;4311908;2;
1;J;4312104;5;
1;J;4312138;1;
1;J;4312203;5;
1;J;4312385;2;
1;J;4312401;46;
1;J;4312476;1;
1;J;4312500;3;
1;J;4312658;9;
1;J;4312708;3;
1;J;4312757;2;
1;J;4312906;7;
1;J;4313037;2;
1;J;4313060;4;
1;J;4313086;2;
1;J;4313102;2;
1;J;4313201;11;
1;J;4313300;13;
1;J;4313359;2;
1;J;4313375;5;
1;J;4313409;129;
1;J;4313508;26;
1;J;4313656;4;
1;J;4313706;9;
1;J;4313805;2;
1;J;4313904;32;
1;J;4313953;3;
1;J;4314001;3;
1;J;4314027;3;
1;J;4314050;19;
1;J;4314076;3;
1;J;4314100;85;
1;J;4314159;4;
1;J;4314209;2;
1;J;4314308;1;
1;J;4314407;78;
1;J;4314423;2;
1;J;4314506;3;
1;J;4314555;1;
1;J;4314605;2;
1;J;4314704;2;
1;J;4314803;10;
1;J;4314902;896;
1;J;4315107;5;
1;J;4315206;2;
1;J;4315305;3;
1;J;4315503;1;
1;J;4315602;91;
1;J;4315701;6;
1;J;4315800;3;
1;J;4316006;2;
1;J;4316105;3;
1;J;4316204;2;
1;J;4316303;2;
1;J;4316402;9;
1;J;4316436;2;
1;J;4316451;2;
1;J;4316501;2;
1;J;4316600;3;
1;J;4316709;3;
1;J;4316808;59;
1;J;4316907;124;
1;J;4317103;13;
1;J;4317202;20;
1;J;4317301;6;
1;J;4317400;13;
1;J;4317509;18;
1;J;4317608;11;
1;J;4317707;1;
1;J;4317806;3;
1;J;4317905;3;
1;J;4318002;19;
1;J;4318101;3;
1;J;4318200;4;
1;J;4318309;14;
1;J;4318408;7;
1;J;4318432;2;
1;J;4318481;1;
1;J;4318507;2;
1;J;4318606;3;
1;J;4318622;2;
1;J;4318705;93;
1;J;4318804;6;
1;J;4318903;6;
1;J;4319000;3;
1;J;4319109;2;
1;J;4319125;1;
1;J;4319158;2;
1;J;4319208;2;
1;J;4319307;2;
1;J;4319406;3;
1;J;4319505;8;
1;J;4319604;3;
1;J;4319802;5;
1;J;4319901;23;
1;J;4320008;42;
1;J;4320107;13;
1;J;4320206;3;
1;J;4320305;2;
1;J;4320404;6;
1;J;4320602;2;
1;J;4320677;2;
1;J;4320701;4;
1;J;4320800;9;
1;J;4320859;1;
1;J;4320909;3;
1;J;4321006;3;
1;J;4321105;5;
1;J;4321204;13;
1;J;4321303;12;
1;J;4321402;3;
1;J;4321436;2;
1;J;4321451;20;
1;J;4321469;1;
1;J;4321501;21;
1;J;4321600;15;
1;J;4321667;2;
1;J;4321709;4;
1;J;4321808;5;
1;J;4321857;2;
1;J;4321907;8;
1;J;4322004;40;
1;J;4322103;2;
1;J;4322202;3;
1;J;4322251;4;
1;J;4322301;3;
1;J;4322400;37;
1;J;4322509;34;
1;J;4322533;1;
1;J;4322558;2;
1;J;4322608;36;
1;J;4322707;10;
1;J;4322806;8;
1;J;4323002;31;
1;J;4323200;2;
1;J;4323309;4;
1;J;4323408;2;
1;J;4323457;2;
1;J;4323804;7;
1;J;5000203;9;
1;J;5000252;1;
1;J;5000609;7;
1;J;5000708;6;
1;J;5000807;1;
1;J;5000856;2;
1;J;5000906;2;
1;J;5001003;2;
1;J;5001102;4;
1;J;5001243;1;
1;J;5001508;1;
1;J;5001904;10;
1;J;5002001;2;
1;J;5002100;3;
1;J;5002209;2;
1;J;5002308;3;
1;J;5002407;8;
1;J;5002605;1;
1;J;5002704;409;
1;J;5002902;6;
1;J;5002951;8;
1;J;5003207;25;
1;J;5003256;3;
1;J;5003306;14;
1;J;5003454;1;
1;J;5003488;2;
1;J;5003504;1;
1;J;5003702;63;
1;J;5003751;6;
1;J;5003801;5;
1;J;5004007;2;
1;J;5004106;3;
1;J;5004304;3;
1;J;5004403;2;
1;J;5004502;4;
1;J;5004601;2;
1;J;5004700;3;
1;J;5004908;1;
1;J;5005004;3;
1;J;5005103;1;
1;J;5005202;8;
1;J;5005251;2;
1;J;5005400;8;
1;J;5005608;4;
1;J;5005681;3;
1;J;5005707;3;
1;J;5005806;3;
1;J;5006002;7;
1;J;5006200;6;
1;J;5006309;10;
1;J;5006358;3;
1;J;5006408;2;
1;J;5006606;20;
1;J;5006903;2;
1;J;5007109;8;
1;J;5007208;12;
1;J;5007307;2;
1;J;5007406;2;
1;J;5007554;1;
1;J;5007695;10;
1;J;5007703;1;
1;J;5007802;2;
1;J;5007901;8;
1;J;5007935;2;
1;J;5008305;69;
1;J;5008404;2;
1;J;5100102;1;
1;J;5100201;1;
1;J;5100250;8;
1;J;5100300;6;
1;J;5100359;1;
1;J;5100409;4;
1;J;5100607;2;
1;J;5101258;2;
1;J;5101407;3;
1;J;5101704;4;
1;J;5101803;30;
1;J;5101902;1;
1;J;5102504;57;
1;J;5102603;2;
1;J;5102678;7;
1;J;5102686;1;
1;J;5102702;3;
1;J;5102793;2;
1;J;5103007;4;
1;J;5103205;2;
1;J;5103304;3;
1;J;5103353;2;
1;J;5103403;794;
1;J;5103452;2;
1;J;5103502;7;
1;J;5103601;2;
1;J;5103700;1;
1;J;5103858;1;
1;J;5103908;1;
1;J;5104104;1;
1;J;5104203;1;
1;J;5104559;2;
1;J;5104609;8;
1;J;5104807;5;
1;J;5105002;5;
1;J;5105101;3;
1;J;5105150;7;
1;J;5105200;1;
1;J;5105259;129;
1;J;5105580;2;
1;J;5105606;1;
1;J;5105622;25;
1;J;5105903;3;
1;J;5106109;1;
1;J;5106224;74;
1;J;5106232;3;
1;J;5106257;2;
1;J;5106307;3;
1;J;5106372;6;
1;J;5106422;2;
1;J;5106505;1;
1;J;5106653;1;
1;J;5106752;54;
1;J;5106778;1;
1;J;5106802;1;
1;J;5107008;2;
1;J;5107040;16;
1;J;5107065;5;
1;J;5107107;4;
1;J;5107180;1;
1;J;5107198;3;
1;J;5107206;1;
1;J;5107305;2;
1;J;5107602;207;
1;J;5107800;4;
1;J;5107859;6;
1;J;5107875;1;
1;J;5107909;146;
1;J;5107925;84;
1;J;5107941;1;
1;J;5107958;8;
1;J;5108402;150;
1;J;5108600;4;
1;J;5200050;2;
1;J;5200134;4;
1;J;5200175;1;
1;J;5200258;5;
1;J;5200308;11;
1;J;5200605;2;
1;J;5200803;1;
1;J;5201108;162;
1;J;5201306;3;
1;J;5201405;219;
1;J;5201702;1;
1;J;5202502;1;
1;J;5203302;6;
1;J;5203401;2;
1;J;5203500;1;
1;J;5203906;7;
1;J;5204102;3;
1;J;5204250;2;
1;J;5204300;2;
1;J;5204409;1;
1;J;5204508;8;
1;J;5204557;1;
1;J;5204706;5;
1;J;5204805;1;
1;J;5204854;1;
1;J;5204904;2;
1;J;5205000;3;
1;J;5205109;50;
1;J;5205307;2;
1;J;5205406;11;
1;J;5205455;4;
1;J;5205471;5;
1;J;5205497;1;
1;J;5205513;1;
1;J;5205802;2;
1;J;5205901;3;
1;J;5206206;12;
1;J;5206404;1;
1;J;5206503;1;
1;J;5206602;1;
1;J;5207253;2;
1;J;5207402;1;
1;J;5207600;1;
1;J;5208004;16;
1;J;5208608;4;
1;J;5208707;631;
1;J;5208806;6;
1;J;5208905;4;
1;J;5209101;7;
1;J;5209200;2;
1;J;5209903;1;
1;J;5209937;1;
1;J;5209952;2;
1;J;5210000;14;
1;J;5210109;4;
1;J;5210208;4;
1;J;5210406;2;
1;J;5210604;2;
1;J;5210802;2;
1;J;5210901;2;
1;J;5211008;2;
1;J;5211206;3;
1;J;5211503;38;
1;J;5211701;2;
1;J;5211800;5;
1;J;5211909;32;
1;J;5212105;2;
1;J;5212204;3;
1;J;5212303;2;
1;J;5212501;77;
1;J;5212808;1;
1;J;5212956;1;
1;J;5213004;1;
1;J;5213087;2;
1;J;5213103;23;
1;J;5213756;1;
1;J;5213806;13;
1;J;5214002;2;
1;J;5214507;3;
1;J;5214606;6;
1;J;5214838;2;
1;J;5215231;8;
1;J;5215306;4;
1;J;5215603;2;
1;J;5215702;3;
1;J;5216304;2;
1;J;5216403;3;
1;J;5216809;1;
1;J;5217104;1;
1;J;5217203;2;
1;J;5217302;2;
1;J;5217401;2;
1;J;5217609;8;
1;J;5217708;2;
1;J;5218003;9;
1;J;5218052;1;
1;J;5218102;2;
1;J;5218300;1;
1;J;5218508;6;
1;J;5218607;1;
1;J;5218789;6;
1;J;5218805;71;
1;J;5218904;1;
1;J;5219001;2;
1;J;5219308;8;
1;J;5219407;1;
1;J;5219605;1;
1;J;5219704;2;
1;J;5219753;3;
1;J;5219803;1;
1;J;5220009;1;
1;J;5220108;6;
1;J;5220405;4;
1;J;5220454;21;
1;J;5220603;3;
1;J;5221403;13;
1;J;5221601;26;
1;J;5221809;1;
1;J;5221858;34;
1;J;5222005;2;
1;J;5222054;2;
1;J;5300108;2738;
09;3591;
