01;CLA;IPL3;201210;
1;J;2912103;3;
1;J;2912202;1;
1;J;2913200;1;
1;J;2913309;2;
1;J;2913408;1;
1;J;2913507;2;
1;J;2913606;46;
1;J;2913705;1;
1;J;2913903;16;
1;J;2914000;3;
1;J;2914307;1;
1;J;2914406;1;
1;J;2914604;12;
1;J;2914653;5;
1;J;2914703;6;
1;J;2914802;68;
1;J;2914901;11;
1;J;2915205;5;
1;J;2915304;1;
1;J;2915502;1;
1;J;2915601;7;
1;J;2915700;1;
1;J;2915809;5;
1;J;2916203;1;
1;J;2916302;3;
1;J;2916401;13;
1;J;2916906;1;
1;J;2917003;1;
1;J;2917102;5;
1;J;2917300;1;
1;J;2917508;10;
1;J;2917607;1;
1;J;2917706;4;
1;J;2917904;2;
1;J;2918001;29;
1;J;2918100;2;
1;J;2918407;47;
1;J;2918456;2;
1;J;2919207;38;
1;J;2919405;1;
1;J;2919504;1;
1;J;2919553;5;
1;J;2919702;2;
1;J;2919801;1;
1;J;2919926;2;
1;J;2920007;1;
1;J;2920452;1;
1;J;2920502;1;
1;J;2920601;3;
1;J;2920700;2;
1;J;2921005;15;
1;J;2921104;2;
1;J;2921203;2;
1;J;2921302;3;
1;J;2921500;2;
1;J;2921708;2;
1;J;2921906;1;
1;J;2922003;10;
1;J;2922102;2;
1;J;2922409;1;
1;J;2922508;1;
1;J;2923001;3;
1;J;2923100;1;
1;J;2923209;2;
1;J;2923407;1;
1;J;2923506;1;
1;J;2923704;1;
1;J;2923803;1;
1;J;2924009;16;
1;J;2924207;1;
1;J;2924405;1;
1;J;2924652;1;
1;J;2924900;1;
1;J;2925006;2;
1;J;2925105;2;
1;J;2925204;13;
1;J;2925303;40;
1;J;2925501;3;
1;J;2925600;2;
1;J;2925709;1;
1;J;2926004;3;
1;J;2926301;6;
1;J;2926400;1;
1;J;2926509;1;
1;J;2926608;6;
1;J;2927200;2;
1;J;2927408;845;
1;J;2927705;1;
1;J;2927804;1;
1;J;2928000;1;
1;J;2928059;1;
1;J;2928109;2;
1;J;2928208;1;
1;J;2928406;3;
1;J;2928604;2;
1;J;2928703;7;
1;J;2928802;4;
1;J;2928901;8;
1;J;2929206;24;
1;J;2929503;5;
1;J;2929602;2;
1;J;2929909;4;
1;J;2930105;7;
1;J;2930154;3;
1;J;2930204;1;
1;J;2930501;12;
1;J;2930709;69;
1;J;2931350;43;
1;J;2931509;1;
1;J;2931707;2;
1;J;2931905;2;
1;J;2932002;1;
1;J;2932200;1;
1;J;2932507;2;
1;J;2932606;2;
1;J;2932705;1;
1;J;2932903;9;
1;J;2933208;2;
1;J;2933307;72;
1;J;2933604;2;
1;J;3100203;3;
1;J;3100302;1;
1;J;3100500;1;
1;J;3100609;2;
1;J;3100708;1;
1;J;3100906;2;
1;J;3101003;1;
1;J;3101102;5;
1;J;3101201;1;
1;J;3101300;1;
1;J;3101409;1;
1;J;3101508;13;
1;J;3101607;42;
1;J;3101706;14;
1;J;3101904;4;
1;J;3102001;1;
1;J;3102100;3;
1;J;3102209;1;
1;J;3102308;2;
1;J;3102506;2;
1;J;3102605;9;
1;J;3102803;1;
1;J;3102852;1;
1;J;3102902;3;
1;J;3103009;3;
1;J;3103405;13;
1;J;3103504;37;
1;J;3103603;1;
1;J;3103702;1;
1;J;3103751;2;
1;J;3104007;61;
1;J;3104106;6;
1;J;3104205;13;
1;J;3104304;3;
1;J;3104502;1;
1;J;3104601;3;
1;J;3104908;2;
1;J;3105103;3;
1;J;3105202;1;
1;J;3105400;11;
1;J;3105608;35;
1;J;3105707;1;
1;J;3105905;2;
1;J;3106200;1471;
1;J;3106309;9;
1;J;3106408;2;
1;J;3106655;1;
1;J;3106705;271;
1;J;3106804;1;
1;J;3106903;4;
1;J;3107000;1;
1;J;3107109;4;
1;J;3107307;5;
1;J;3107406;9;
1;J;3107604;2;
1;J;3107703;1;
1;J;3108008;1;
1;J;3108107;2;
1;J;3108206;4;
1;J;3108305;3;
1;J;3108404;1;
1;J;3108602;4;
1;J;3108701;1;
1;J;3108800;1;
1;J;3108909;3;
1;J;3109006;20;
1;J;3109105;2;
1;J;3109204;1;
1;J;3109253;1;
1;J;3109303;2;
1;J;3109402;1;
1;J;3109451;1;
1;J;3109501;2;
1;J;3109600;3;
1;J;3109709;3;
1;J;3109808;2;
1;J;3109907;3;
1;J;3110004;19;
1;J;3110202;2;
1;J;3110301;8;
1;J;3110509;9;
1;J;3110608;13;
1;J;3110707;3;
1;J;3110806;1;
1;J;3110905;3;
1;J;3111002;4;
1;J;3111101;4;
1;J;3111150;1;
1;J;3111200;4;
1;J;3111309;2;
1;J;3111507;3;
1;J;3111606;2;
1;J;3111705;2;
1;J;3111804;1;
1;J;3112000;2;
1;J;3112208;1;
1;J;3112307;3;
1;J;3112406;1;
1;J;3112505;2;
1;J;3112604;1;
1;J;3112653;1;
1;J;3112802;1;
1;J;3113008;1;
1;J;3113206;3;
1;J;3113305;3;
1;J;3113404;37;
1;J;3113503;3;
1;J;3113602;2;
1;J;3113701;2;
1;J;3113909;2;
1;J;3114006;1;
1;J;3114105;3;
1;J;3114204;2;
1;J;3114303;4;
1;J;3114402;5;
1;J;3114501;4;
1;J;3114550;4;
1;J;3114907;2;
1;J;3115003;2;
1;J;3115102;5;
1;J;3115201;1;
1;J;3115300;12;
1;J;3115409;1;
1;J;3115474;1;
1;J;3115508;10;
1;J;3115607;2;
1;J;3115904;1;
1;J;3116001;1;
1;J;3116159;3;
1;J;3116308;1;
1;J;3116407;1;
1;J;3116605;4;
1;J;3116704;1;
1;J;3116803;2;
1;J;3116902;4;
1;J;3117009;1;
1;J;3117108;4;
1;J;3117207;1;
1;J;3117306;3;
1;J;3117405;1;
1;J;3117504;2;
1;J;3117603;3;
1;J;3117702;3;
1;J;3117801;4;
1;J;3117876;1;
1;J;3117900;1;
1;J;3118007;18;
1;J;3118106;2;
1;J;3118205;3;
1;J;3118304;24;
1;J;3118403;1;
1;J;3118502;2;
1;J;3118601;371;
1;J;3118809;1;
1;J;3119005;2;
1;J;3119104;6;
1;J;3119302;7;
1;J;3119401;18;
1;J;3119609;2;
1;J;3119708;2;
1;J;3119807;3;
1;J;3120003;1;
1;J;3120102;2;
1;J;3120151;2;
1;J;3120409;2;
1;J;3120508;2;
1;J;3120607;1;
1;J;3120706;1;
1;J;3120805;4;
1;J;3120839;1;
1;J;3120870;1;
1;J;3120904;42;
1;J;3121001;1;
1;J;3121100;1;
1;J;3121258;3;
1;J;3121308;1;
1;J;3121407;3;
1;J;3121506;1;
1;J;3121605;27;
1;J;3121704;1;
1;J;3121902;1;
1;J;3122009;1;
1;J;3122306;65;
1;J;3122454;4;
1;J;3122504;1;
1;J;3122702;1;
1;J;3122900;2;
1;J;3123007;2;
1;J;3123205;5;
1;J;3123304;1;
1;J;3123403;1;
1;J;3123502;1;
1;J;3123601;7;
1;J;3123858;3;
1;J;3123908;2;
1;J;3124005;3;
1;J;3124104;4;
1;J;3124203;5;
1;J;3124302;2;
1;J;3124401;1;
1;J;3124609;1;
1;J;3124708;1;
1;J;3124807;7;
1;J;3124906;3;
1;J;3125101;51;
1;J;3125200;4;
1;J;3125309;1;
1;J;3125606;3;
1;J;3125705;4;
1;J;3125804;1;
1;J;3125903;1;
1;J;3125952;5;
1;J;3126000;4;
1;J;3126109;12;
1;J;3126208;1;
1;J;3126307;6;
1;J;3126703;2;
1;J;3126752;3;
1;J;3126802;1;
1;J;3126901;1;
1;J;3126950;1;
1;J;3127008;3;
1;J;3127073;1;
1;J;3127107;18;
1;J;3127305;1;
1;J;3127354;1;
1;J;3127370;1;
1;J;3127388;3;
1;J;3127404;1;
1;J;3127602;1;
1;J;3127701;99;
1;J;3127800;5;
1;J;3127909;1;
1;J;3128006;7;
1;J;3128105;1;
1;J;3128204;3;
1;J;3128253;1;
1;J;3128303;2;
1;J;3128402;2;
1;J;3128600;3;
1;J;3128709;21;
1;J;3129202;1;
1;J;3129509;7;
1;J;3129608;3;
1;J;3129657;1;
1;J;3129707;3;
1;J;3129806;28;
1;J;3129905;2;
1;J;3130002;1;
1;J;3130051;1;
1;J;3130101;12;
1;J;3130309;2;
1;J;3130408;3;
1;J;3130507;1;
1;J;3130556;2;
1;J;3130655;1;
1;J;3130705;1;
1;J;3130903;2;
1;J;3131000;1;
1;J;3131109;1;
1;J;3131208;3;
1;J;3131307;81;
1;J;3131703;50;
1;J;3131802;1;
1;J;3131901;18;
1;J;3132107;6;
1;J;3132206;2;
1;J;3132404;91;
1;J;3132503;3;
1;J;3132602;2;
1;J;3132701;1;
1;J;3132909;1;
1;J;3133006;7;
1;J;3133105;4;
1;J;3133204;2;
1;J;3133303;2;
1;J;3133402;6;
1;J;3133501;2;
1;J;3133600;3;
1;J;3133709;5;
1;J;3133758;10;
1;J;3133808;48;
1;J;3133907;2;
1;J;3134103;1;
1;J;3134202;18;
1;J;3134301;2;
1;J;3134400;10;
1;J;3134608;5;
1;J;3134707;2;
1;J;3134806;1;
1;J;3134905;3;
1;J;3135050;3;
1;J;3135076;1;
1;J;3135100;6;
1;J;3135209;4;
1;J;3135308;1;
1;J;3135407;4;
1;J;3135506;1;
1;J;3135605;1;
1;J;3135803;3;
1;J;3136108;1;
1;J;3136207;39;
1;J;3136306;10;
1;J;3136405;2;
1;J;3136520;1;
1;J;3136603;1;
1;J;3136652;11;
1;J;3136702;137;
1;J;3136900;1;
1;J;3136959;4;
1;J;3137205;9;
1;J;3137536;1;
1;J;3137601;40;
1;J;3137700;2;
1;J;3137809;8;
1;J;3137908;1;
1;J;3138005;2;
1;J;3138104;1;
1;J;3138203;74;
1;J;3138401;15;
1;J;3138500;1;
1;J;3138609;5;
1;J;3138625;1;
1;J;3138674;2;
1;J;3138682;4;
1;J;3138708;2;
1;J;3138807;1;
1;J;3138906;1;
1;J;3139003;12;
1;J;3139201;3;
1;J;3139300;3;
1;J;3139409;24;
1;J;3139508;13;
1;J;3139805;1;
1;J;3139904;1;
1;J;3140001;16;
1;J;3140159;1;
1;J;3140209;2;
1;J;3140308;1;
1;J;3140407;1;
1;J;3140506;3;
1;J;3140530;3;
1;J;3140555;1;
1;J;3140704;17;
1;J;3140803;11;
1;J;3140852;2;
1;J;3140902;1;
1;J;3141108;12;
1;J;3141306;2;
1;J;3141405;4;
1;J;3141504;1;
1;J;3141603;2;
1;J;3141702;3;
1;J;3141801;2;
1;J;3142007;1;
1;J;3142106;3;
1;J;3142205;7;
1;J;3142254;2;
1;J;3142304;2;
1;J;3142502;3;
1;J;3142601;2;
1;J;3142700;2;
1;J;3142809;2;
1;J;3142908;4;
1;J;3143005;4;
1;J;3143104;7;
1;J;3143153;2;
1;J;3143203;3;
1;J;3143302;137;
1;J;3143401;2;
1;J;3143450;1;
1;J;3143500;4;
1;J;3143609;2;
1;J;3143807;1;
1;J;3143906;30;
1;J;3144003;3;
1;J;3144102;5;
1;J;3144300;9;
1;J;3144359;2;
1;J;3144375;1;
1;J;3144409;2;
1;J;3144607;5;
1;J;3144656;4;
1;J;3144672;1;
1;J;3144706;3;
1;J;3144805;88;
1;J;3144904;1;
1;J;3145000;3;
1;J;3145059;3;
1;J;3145109;2;
1;J;3145208;6;
1;J;3145307;1;
1;J;3145356;1;
1;J;3145372;1;
1;J;3145604;7;
1;J;3145851;2;
1;J;3145877;1;
1;J;3145901;32;
1;J;3146008;4;
1;J;3146107;44;
1;J;3146206;1;
1;J;3146305;2;
1;J;3146503;1;
1;J;3146552;2;
1;J;3146602;2;
1;J;3146701;3;
1;J;3146750;1;
1;J;3146909;1;
1;J;3147006;36;
1;J;3147105;30;
1;J;3147204;2;
1;J;3147303;7;
1;J;3147402;15;
1;J;3147600;6;
1;J;3147709;2;
1;J;3147808;1;
1;J;3147907;35;
1;J;3148004;18;
1;J;3148103;10;
1;J;3148202;3;
1;J;3148301;2;
1;J;3148608;2;
1;J;3148707;9;
1;J;3148756;1;
1;J;3148806;1;
1;J;3149101;2;
1;J;3149150;2;
1;J;3149309;39;
1;J;3149507;1;
1;J;3149804;2;
1;J;3149903;10;
1;J;3150000;1;
1;J;3150158;1;
1;J;3150208;1;
1;J;3150307;1;
1;J;3150406;2;
1;J;3150604;1;
1;J;3150802;1;
1;J;3150901;1;
1;J;3151107;8;
1;J;3151206;20;
1;J;3151305;1;
1;J;3151404;5;
1;J;3151503;3;
1;J;3151602;4;
1;J;3151701;9;
1;J;3151800;130;
1;J;3151909;1;
1;J;3152006;3;
1;J;3152105;13;
1;J;3152131;1;
1;J;3152170;1;
1;J;3152204;3;
1;J;3152303;1;
1;J;3152501;110;
1;J;3152600;1;
1;J;3152709;1;
1;J;3152808;6;
1;J;3152907;2;
1;J;3153103;2;
1;J;3153202;1;
1;J;3153301;1;
1;J;3153400;1;
1;J;3153608;3;
1;J;3153707;2;
1;J;3153806;1;
1;J;3154002;2;
1;J;3154101;2;
1;J;3154150;1;
1;J;3154200;2;
1;J;3154309;5;
1;J;3154507;1;
1;J;3154606;48;
1;J;3154705;1;
1;J;3154804;1;
1;J;3154903;4;
1;J;3155009;2;
1;J;3155108;2;
1;J;3155207;2;
1;J;3155306;2;
1;J;3155405;3;
1;J;3155504;1;
1;J;3155603;4;
1;J;3155702;2;
1;J;3155801;5;
1;J;3155900;2;
1;J;3156007;1;
1;J;3156106;2;
1;J;3156304;1;
1;J;3156452;1;
1;J;3156502;2;
1;J;3156700;32;
1;J;3156809;1;
1;J;3156908;8;
1;J;3157005;4;
1;J;3157104;3;
1;J;3157203;4;
1;J;3157252;2;
1;J;3157278;1;
1;J;3157302;1;
1;J;3157377;2;
1;J;3157401;1;
1;J;3157658;2;
1;J;3157807;65;
1;J;3158003;4;
1;J;3158201;1;
1;J;3158300;3;
1;J;3158409;1;
1;J;3158706;1;
1;J;3158805;1;
1;J;3158953;8;
1;J;3159001;3;
1;J;3159100;1;
1;J;3159209;4;
1;J;3159308;1;
1;J;3159357;1;
1;J;3159407;1;
1;J;3159605;25;
1;J;3159803;2;
1;J;3159902;2;
1;J;3160009;1;
1;J;3160108;1;
1;J;3160207;1;
1;J;3160306;1;
1;J;3160405;3;
1;J;3160454;2;
1;J;3160603;2;
1;J;3160702;3;
1;J;3160900;1;
1;J;3160959;2;
1;J;3161007;4;
1;J;3161106;6;
1;J;3161403;1;
1;J;3161601;11;
1;J;3161650;1;
1;J;3161700;1;
1;J;3161809;1;
1;J;3161908;3;
1;J;3162005;6;
1;J;3162104;7;
1;J;3162203;1;
1;J;3162252;1;
1;J;3162401;1;
1;J;3162450;1;
1;J;3162500;63;
1;J;3162559;1;
1;J;3162575;1;
1;J;3162658;1;
1;J;3162708;3;
1;J;3162807;3;
1;J;3162906;8;
1;J;3162922;11;
1;J;3162955;1;
1;J;3163003;1;
1;J;3163102;1;
1;J;3163300;1;
1;J;3163409;3;
1;J;3163508;1;
1;J;3163607;1;
1;J;3163706;22;
1;J;3163805;2;
1;J;3163904;1;
1;J;3164100;2;
1;J;3164209;1;
1;J;3164308;2;
1;J;3164407;1;
1;J;3164431;1;
1;J;3164472;1;
1;J;3164506;2;
1;J;3164605;2;
1;J;3164704;49;
1;J;3165206;2;
1;J;3165305;3;
1;J;3165537;3;
1;J;3165560;1;
1;J;3165578;1;
1;J;3165701;2;
1;J;3166006;2;
1;J;3166204;1;
1;J;3166501;1;
1;J;3166907;2;
1;J;3166956;1;
1;J;3167103;4;
1;J;3167202;107;
1;J;3167400;2;
1;J;3167608;3;
1;J;3167707;1;
1;J;3167905;1;
1;J;3168002;5;
1;J;3168051;1;
1;J;3168101;5;
1;J;3168408;1;
1;J;3168507;2;
1;J;3168606;28;
1;J;3168705;49;
1;J;3168804;2;
1;J;3168903;3;
1;J;3169059;3;
1;J;3169208;3;
1;J;3169307;63;
1;J;3169356;12;
1;J;3169406;7;
1;J;3169604;1;
1;J;3169703;1;
1;J;3169802;2;
1;J;3169901;16;
1;J;3170057;1;
1;J;3170107;116;
1;J;3170206;345;
1;J;3170404;51;
1;J;3170438;1;
1;J;3170479;1;
1;J;3170503;2;
1;J;3170529;3;
1;J;3170602;1;
1;J;3170651;1;
1;J;3170701;86;
1;J;3170750;1;
1;J;3170800;4;
1;J;3171006;7;
1;J;3171030;1;
1;J;3171071;1;
1;J;3171105;1;
1;J;3171154;1;
1;J;3171204;45;
1;J;3171303;21;
1;J;3171402;1;
1;J;3171501;1;
1;J;3171808;1;
1;J;3172004;10;
1;J;3200102;6;
1;J;3200136;2;
1;J;3200169;2;
1;J;3200201;5;
1;J;3200300;3;
1;J;3200359;2;
1;J;3200409;11;
1;J;3200508;2;
1;J;3200607;21;
1;J;3200706;4;
1;J;3200805;9;
1;J;3200904;8;
1;J;3201001;3;
1;J;3201100;3;
1;J;3201159;3;
1;J;3201209;53;
1;J;3201308;79;
1;J;3201407;5;
1;J;3201506;53;
1;J;3201605;4;
1;J;3201704;3;
1;J;3201803;4;
1;J;3201902;11;
1;J;3202009;3;
1;J;3202108;4;
1;J;3202207;6;
1;J;3202256;1;
1;J;3202306;7;
1;J;3202405;26;
1;J;3202454;6;
1;J;3202504;13;
1;J;3202553;3;
1;J;3202603;2;
1;J;3202652;1;
1;J;3202702;5;
1;J;3202801;11;
1;J;3202900;3;
1;J;3203007;10;
1;J;3203056;2;
1;J;3203106;3;
1;J;3203130;5;
1;J;3203163;3;
1;J;3203205;37;
1;J;3203304;3;
1;J;3203320;8;
1;J;3203346;3;
1;J;3203353;3;
1;J;3203403;7;
1;J;3203502;3;
1;J;3203601;2;
1;J;3203700;7;
1;J;3203809;5;
1;J;3203908;4;
1;J;3204005;2;
1;J;3204054;3;
1;J;3204104;8;
1;J;3204203;7;
1;J;3204252;1;
1;J;3204302;2;
1;J;3204351;3;
1;J;3204401;7;
1;J;3204500;5;
1;J;3204559;7;
1;J;3204609;7;
1;J;3204658;3;
1;J;3204708;6;
1;J;3204807;1;
1;J;3204906;25;
1;J;3204955;2;
1;J;3205002;186;
1;J;3205010;3;
1;J;3205036;5;
1;J;3205069;24;
1;J;3205101;21;
1;J;3205150;1;
1;J;3205176;2;
1;J;3205200;109;
1;J;3205309;199;
1;J;3300100;52;
1;J;3300209;9;
1;J;3300233;4;
1;J;3300258;4;
1;J;3300308;27;
1;J;3300407;38;
1;J;3300456;34;
1;J;3300605;3;
1;J;3300704;16;
1;J;3300803;7;
1;J;3300902;1;
1;J;3301009;80;
1;J;3301108;2;
1;J;3301207;1;
1;J;3301306;7;
1;J;3301603;1;
1;J;3301702;153;
1;J;3301801;5;
1;J;3301850;5;
1;J;3301900;24;
1;J;3302007;24;
1;J;3302205;19;
1;J;3302254;18;
1;J;3302270;3;
1;J;3302403;202;
1;J;3302502;13;
1;J;3302601;6;
1;J;3302700;8;
1;J;3302809;2;
1;J;3302858;19;
1;J;3302908;2;
1;J;3303005;1;
1;J;3303104;1;
1;J;3303203;26;
1;J;3303302;220;
1;J;3303401;21;
1;J;3303500;92;
1;J;3303609;9;
1;J;3303708;6;
1;J;3303807;7;
1;J;3303906;66;
1;J;3303955;2;
1;J;3304003;9;
1;J;3304102;1;
1;J;3304110;45;
1;J;3304128;1;
1;J;3304144;13;
1;J;3304151;1;
1;J;3304201;59;
1;J;3304300;8;
1;J;3304524;48;
1;J;3304557;5528;
1;J;3304706;3;
1;J;3304755;3;
1;J;3304805;3;
1;J;3304904;101;
1;J;3305000;17;
1;J;3305109;62;
1;J;3305158;2;
1;J;3305208;24;
1;J;3305406;2;
1;J;3305505;3;
1;J;3305554;11;
1;J;3305604;3;
1;J;3305752;1;
1;J;3305802;19;
1;J;3306008;22;
1;J;3306107;10;
1;J;3306206;4;
1;J;3306305;63;
1;J;3500303;3;
1;J;3500501;3;
1;J;3500550;2;
1;J;3500600;9;
1;J;3500709;2;
1;J;3500907;1;
1;J;3501004;2;
1;J;3501103;1;
1;J;3501152;2;
1;J;3501301;4;
1;J;3501608;148;
1;J;3501707;8;
1;J;3501905;14;
1;J;3502002;1;
1;J;3502101;5;
1;J;3502200;4;
1;J;3502309;3;
1;J;3502507;8;
1;J;3502705;4;
1;J;3502754;5;
1;J;3502804;24;
1;J;3502903;1;
1;J;3503000;2;
1;J;3503208;138;
1;J;3503307;39;
1;J;3503406;2;
1;J;3503703;2;
1;J;3503802;4;
1;J;3503901;18;
1;J;3504008;18;
1;J;3504107;43;
1;J;3504206;2;
1;J;3504404;2;
1;J;3504503;4;
1;J;3504909;3;
1;J;3505104;1;
1;J;3505203;5;
1;J;3505302;6;
1;J;3505401;1;
1;J;3505500;21;
1;J;3505708;552;
1;J;3505906;9;
1;J;3506003;180;
1;J;3506102;47;
1;J;3506300;4;
1;J;3506359;10;
1;J;3506409;1;
1;J;3506508;5;
1;J;3506607;4;
1;J;3506706;1;
1;J;3506805;1;
1;J;3506904;1;
1;J;3507001;8;
1;J;3507407;2;
1;J;3507456;1;
1;J;3507506;38;
1;J;3507605;57;
1;J;3507753;1;
1;J;3507803;3;
1;J;3507902;5;
1;J;3508009;2;
1;J;3508108;2;
1;J;3508207;3;
1;J;3508405;7;
1;J;3508504;22;
1;J;3508603;9;
1;J;3508702;3;
1;J;3508801;3;
1;J;3508900;1;
1;J;3509007;13;
1;J;3509205;44;
1;J;3509254;5;
1;J;3509304;2;
1;J;3509403;4;
1;J;3509502;474;
1;J;3509601;8;
1;J;3509700;22;
1;J;3509908;1;
1;J;3510005;3;
1;J;3510153;2;
1;J;3510203;7;
1;J;3510401;8;
1;J;3510500;10;
1;J;3510609;24;
1;J;3510708;2;
1;J;3510807;5;
1;J;3511003;3;
1;J;3511102;21;
1;J;3511409;2;
1;J;3511508;4;
1;J;3511607;2;
1;J;3511706;2;
1;J;3512001;4;
1;J;3512100;3;
1;J;3512209;6;
1;J;3512308;2;
1;J;3512407;10;
1;J;3512803;7;
1;J;3513009;102;
1;J;3513108;3;
1;J;3513306;2;
1;J;3513405;12;
1;J;3513504;68;
1;J;3513603;4;
1;J;3513702;12;
1;J;3513801;225;
1;J;3513900;3;
1;J;3514106;5;
1;J;3514304;1;
1;J;3514403;1;
1;J;3514502;2;
1;J;3514809;1;
1;J;3514908;3;
1;J;3515004;34;
1;J;3515103;5;
1;J;3515152;6;
1;J;3515186;7;
1;J;3515194;1;
1;J;3515202;3;
1;J;3515400;2;
1;J;3515509;6;
1;J;3515707;13;
1;J;3516002;2;
1;J;3516200;58;
1;J;3516309;6;
1;J;3516408;10;
1;J;3516705;13;
1;J;3516853;7;
1;J;3516903;2;
1;J;3517109;1;
1;J;3517208;3;
1;J;3517406;6;
1;J;3517505;2;
1;J;3517604;3;
1;J;3517703;9;
1;J;3517901;1;
1;J;3518206;4;
1;J;3518305;9;
1;J;3518404;58;
1;J;3518602;7;
1;J;3518701;80;
1;J;3518800;429;
1;J;3519055;4;
1;J;3519071;68;
1;J;3519105;1;
1;J;3519253;2;
1;J;3519303;7;
1;J;3519402;2;
1;J;3519600;10;
1;J;3519709;4;
1;J;3519808;2;
1;J;3519907;2;
1;J;3520103;3;
1;J;3520202;1;
1;J;3520301;4;
1;J;3520400;4;
1;J;3520442;2;
1;J;3520509;87;
1;J;3520707;1;
1;J;3520905;1;
1;J;3521002;6;
1;J;3521101;3;
1;J;3521200;2;
1;J;3521309;4;
1;J;3521408;5;
1;J;3521705;1;
1;J;3521804;4;
1;J;3521903;2;
1;J;3522000;1;
1;J;3522109;5;
1;J;3522208;11;
1;J;3522307;38;
1;J;3522406;11;
1;J;3522505;24;
1;J;3522604;7;
1;J;3522703;10;
1;J;3522802;2;
1;J;3522901;1;
1;J;3523008;1;
1;J;3523107;32;
1;J;3523206;3;
1;J;3523305;1;
1;J;3523404;22;
1;J;3523503;1;
1;J;3523602;4;
1;J;3523909;81;
1;J;3524006;23;
1;J;3524105;12;
1;J;3524303;11;
1;J;3524402;62;
1;J;3524600;4;
1;J;3524709;28;
1;J;3524808;5;
1;J;3525003;25;
1;J;3525102;9;
1;J;3525201;2;
1;J;3525300;58;
1;J;3525508;4;
1;J;3525706;4;
1;J;3525854;1;
1;J;3525904;221;
1;J;3526001;4;
1;J;3526100;2;
1;J;3526209;4;
1;J;3526407;1;
1;J;3526605;2;
1;J;3526704;10;
1;J;3526803;17;
1;J;3526902;78;
1;J;3527009;2;
1;J;3527108;46;
1;J;3527207;15;
1;J;3527306;22;
1;J;3527405;1;
1;J;3527603;7;
1;J;3528007;3;
1;J;3528106;2;
1;J;3528403;6;
1;J;3528502;5;
1;J;3528809;4;
1;J;3528858;1;
1;J;3528908;1;
1;J;3529005;96;
1;J;3529302;15;
1;J;3529401;139;
1;J;3529609;1;
1;J;3529708;4;
1;J;3529906;4;
1;J;3530102;3;
1;J;3530201;3;
1;J;3530300;7;
1;J;3530508;6;
1;J;3530607;210;
1;J;3530706;36;
1;J;3530805;34;
1;J;3531100;7;
1;J;3531209;1;
1;J;3531308;10;
1;J;3531407;2;
1;J;3531704;1;
1;J;3531803;8;
1;J;3531902;8;
1;J;3532009;4;
1;J;3532058;1;
1;J;3532108;1;
1;J;3532207;1;
1;J;3532603;3;
1;J;3532801;1;
1;J;3532900;2;
1;J;3533007;3;
1;J;3533403;11;
1;J;3533502;3;
1;J;3533601;1;
1;J;3533908;4;
1;J;3534302;1;
1;J;3534401;199;
1;J;3534708;33;
1;J;3534757;3;
1;J;3534906;2;
1;J;3535002;2;
1;J;3535101;1;
1;J;3535200;3;
1;J;3535309;2;
1;J;3535408;3;
1;J;3535507;6;
1;J;3535705;1;
1;J;3535804;3;
1;J;3536000;2;
1;J;3536109;4;
1;J;3536208;1;
1;J;3536307;5;
1;J;3536406;1;
1;J;3536505;86;
1;J;3536604;2;
1;J;3536703;7;
1;J;3537008;2;
1;J;3537107;4;
1;J;3537156;4;
1;J;3537206;1;
1;J;3537305;7;
1;J;3537404;6;
1;J;3537602;7;
1;J;3537800;6;
1;J;3537909;3;
1;J;3538006;42;
1;J;3538105;1;
1;J;3538204;3;
1;J;3538600;3;
1;J;3538709;113;
1;J;3538808;3;
1;J;3538907;3;
1;J;3539004;3;
1;J;3539103;3;
1;J;3539202;3;
1;J;3539301;18;
1;J;3539400;2;
1;J;3539509;6;
1;J;3539608;1;
1;J;3539806;48;
1;J;3540002;5;
1;J;3540200;5;
1;J;3540705;4;
1;J;3540804;3;
1;J;3541000;47;
1;J;3541208;3;
1;J;3541307;1;
1;J;3541406;70;
1;J;3541505;1;
1;J;3541604;7;
1;J;3541901;1;
1;J;3542107;1;
1;J;3542404;11;
1;J;3542503;1;
1;J;3542602;7;
1;J;3542909;2;
1;J;3543006;2;
1;J;3543303;20;
1;J;3543402;328;
1;J;3543709;1;
1;J;3543808;2;
1;J;3543907;87;
1;J;3544004;8;
1;J;3544103;4;
1;J;3544202;2;
1;J;3544251;2;
1;J;3544301;2;
1;J;3545001;3;
1;J;3545209;18;
1;J;3545605;2;
1;J;3545704;1;
1;J;3545803;39;
1;J;3546009;3;
1;J;3546306;5;
1;J;3546405;10;
1;J;3546603;5;
1;J;3546702;6;
1;J;3546801;2;
1;J;3547304;65;
1;J;3547502;7;
1;J;3547601;6;
1;J;3547700;2;
1;J;3547809;346;
1;J;3548005;7;
1;J;3548500;297;
1;J;3548609;3;
1;J;3548708;479;
1;J;3548807;102;
1;J;3548906;85;
1;J;3549102;31;
1;J;3549409;8;
1;J;3549607;2;
1;J;3549706;8;
1;J;3549805;86;
1;J;3549904;293;
1;J;3549953;1;
1;J;3550001;2;
1;J;3550100;7;
1;J;3550209;3;
1;J;3550308;7866;
1;J;3550605;13;
1;J;3550704;8;
1;J;3550803;6;
1;J;3550902;3;
1;J;3551009;95;
1;J;3551108;2;
1;J;3551306;1;
1;J;3551504;6;
1;J;3551603;5;
1;J;3551702;34;
1;J;3551801;2;
1;J;3552106;3;
1;J;3552205;228;
1;J;3552403;68;
